Timestamp,Open,High,Low,Close,Volume,SMA_10,RSI,BB_Upper,BB_Middle,BB_Lower
2024-12-24 16:26:00,464.84,464.94,464.8,464.85,1921,465.05981,39.092636451392444,0.0,464.986215,0.0
2024-12-24 16:25:00,464.89,464.89,464.8,464.83,1072,465.05281,38.20718339677332,0.0,464.9771549999999,0.0
2024-12-24 16:24:00,464.875,464.9,464.71,464.815,1224,465.01930999999996,37.52076609198414,0.0,464.970405,0.0
2024-12-24 16:23:00,464.8,464.95,464.71,464.835,1146,464.98381,39.09200041214829,0.0,464.96465500000005,0.0
2024-12-24 16:22:00,464.8,465.0,464.71,464.71,1092,464.93280999999996,33.43293776634586,0.0,464.95715499999994,0.0
2024-12-24 16:21:00,464.82,464.9,464.71,464.76,1319,464.89281,37.34035012219121,0.0,464.954155,0.0
2024-12-24 16:20:00,464.81,464.97,464.7,464.75,916,464.84961000000004,36.874156181601386,0.0,464.94915499999996,0.0
2024-12-24 16:19:00,464.72,464.94,464.6392,464.79,1266,464.821,40.095889138626774,0.0,464.948655,0.0
2024-12-24 16:18:00,464.79,464.92,464.6,464.78,1490,464.8059999999999,39.552413570101024,0.0,464.93965499999996,0.0
2024-12-24 16:17:00,464.7,464.81,464.0201,464.79,2933,464.791,40.42207504839818,0.0,464.93165500000003,0.0
2024-12-24 16:16:00,464.9692,464.9692,464.6,464.7,3250,464.776,35.47527624266938,0.0,464.91790499999996,0.0
2024-12-24 16:15:00,464.91,465.0,464.8,464.94,1371,464.787,52.25506145888423,0.0,464.919905,0.0
2024-12-24 16:14:00,464.99,465.19,464.8,465.0199,8553,464.80749000000003,56.32693375449091,0.0,464.9134,0.0
2024-12-24 16:13:00,464.9,465.0,464.88,465.0,4343,464.82399000000004,55.06727934570724,0.0,464.90389999999996,0.0
2024-12-24 16:12:00,464.9,464.99,464.85,464.88,1632,464.84099000000003,48.08414985160518,0.0,464.8869000000001,0.0
2024-12-24 16:11:00,464.94,464.9896,464.81,464.9007,2234,464.85506,49.27901242811199,0.0,464.87393499999996,0.0
2024-12-24 16:10:00,464.92,464.95,464.89,464.94,1701,464.87406,51.55852622308682,0.0,464.861835,0.0
2024-12-24 16:09:00,464.925,464.95,464.9,464.94,2347,464.88906,51.55852622308682,0.0,464.85503,0.0
2024-12-24 16:08:00,464.96,464.98,464.9,464.91,2076,464.90206,49.585611698709634,0.0,464.85402999999997,0.0
2024-12-24 16:07:00,464.9,465.0,464.855,464.9,3724,464.91306000000003,48.91371599887558,0.0,464.8520299999999,0.0
2024-12-24 16:06:00,464.88,464.9,464.78,464.89,1923,464.9320599999999,48.21020666634808,0.0,464.8540300000001,0.0
2024-12-24 16:05:00,464.9,464.9,464.77,464.7811,1380,464.91616999999997,41.25200748586115,0.0,464.85158500000006,0.0
2024-12-24 16:04:00,464.785,464.9,464.76,464.85,2746,464.89918,46.512056480107844,0.0,464.85333499999996,0.0
2024-12-24 16:03:00,464.7801,464.9,464.75,464.77,3799,464.8761799999999,41.8289971545717,0.0,464.8500849999999,0.0
2024-12-24 16:02:00,464.86,464.9,464.77,464.85,1664,464.87317999999993,47.51945413796239,0.0,464.857085,0.0
2024-12-24 16:01:00,464.92,464.99,464.7,464.8553,4658,464.86864,47.88319238137599,0.0,464.86184999999995,0.0
2024-12-24 16:00:00,464.91,464.98,464.75,464.87,4575,464.86163999999997,48.9402423537141,0.0,464.86785,0.0
2024-12-24 15:59:00,464.8,464.95,464.74,464.9,5312,464.85764,51.1191799879763,0.0,464.87334999999996,0.0
2024-12-24 15:58:00,464.63,464.9,464.6005,464.8,7737,464.84664000000004,44.32851016132415,0.0,464.87435000000005,0.0
2024-12-24 15:57:00,464.6,464.88,464.5,464.64,4679,464.82064,36.071890084793,0.0,464.86685,1.0
2024-12-24 15:56:00,464.6,464.65,464.51,464.51,8674,464.78264,31.016846947737093,0.0,464.85735000000005,1.0
2024-12-24 15:55:00,464.76,464.76,464.6,464.6,3135,464.76453000000004,37.5425057700746,0.0,464.84035000000006,0.0
2024-12-24 15:54:00,464.82,464.88,464.65,464.76,3134,464.75553,47.119683097799,0.0,464.827355,0.0
2024-12-24 15:53:00,464.85,464.9,464.8,464.845,4728,464.7630300000001,51.38459899141318,0.0,464.819605,0.0
2024-12-24 15:52:00,464.85,464.865,464.8,464.865,2140,464.76453000000004,52.35824244892388,0.0,464.818855,0.0
2024-12-24 15:51:00,464.84,464.96,464.8,464.825,2532,464.76149999999996,50.19310811994634,0.0,464.81507,0.0
2024-12-24 15:50:00,464.862,464.94,464.8,464.8699,3556,464.76149,52.56434905604007,0.0,464.8115650000001,0.0
2024-12-24 15:49:00,464.73,464.94,464.7,464.9,2995,464.76149000000004,54.140579260625124,0.0,464.809565,0.0
2024-12-24 15:48:00,464.8,464.88,464.61,464.82,1975,464.76349,49.438516851716244,0.0,464.805065,0.0
2024-12-24 15:47:00,464.57,464.88,464.34,464.85,5158,464.78449,51.15180329293111,0.0,464.8025650000001,0.0
2024-12-24 15:46:00,464.5,464.69,464.43,464.65,3859,464.79848999999996,41.142677473386065,0.0,464.79056499999996,0.0
2024-12-24 15:45:00,464.44,464.57,464.43,464.43,2091,464.78149,33.400465062860675,0.0,464.77301,1.0
2024-12-24 15:44:00,464.35,464.5745,464.31,464.34,5763,464.73949000000005,30.8434135349369,0.0,464.74751000000003,1.0
2024-12-24 15:43:00,464.395,464.49,464.26,464.35,2141,464.68998999999997,31.471186132388993,0.0,464.7265100000001,1.0
2024-12-24 15:42:00,464.36,464.58,464.22,464.57,2296,464.66049000000004,43.600849147974856,0.0,464.71251,0.0
2024-12-24 15:41:00,464.33,464.375,464.01,464.375,4085,464.61548999999997,37.29898361458233,0.0,464.68849500000005,0.0
2024-12-24 15:40:00,464.2,464.47,464.2,464.32,2586,464.56050000000005,35.730340660617145,0.0,464.660995,0.0
2024-12-24 15:39:00,464.475,464.4999,464.2,464.3999,3275,464.51048999999995,39.697941867627634,0.0,464.63599000000005,0.0
2024-12-24 15:38:00,464.5,464.6399,464.45,464.49,5274,464.47749000000005,43.90347149507905,0.0,464.62048999999996,0.0
2024-12-24 15:37:00,464.54,464.67,464.5,464.6,2853,464.45248999999995,48.61515579576629,0.0,464.61849,0.0
2024-12-24 15:36:00,464.575,464.7,464.45,464.585,9588,464.44599,48.022815775800346,0.0,464.62224,0.0
2024-12-24 15:35:00,464.24,464.7,464.2,464.59,10638,464.46198999999996,48.24916560903135,0.0,464.62173999999993,0.0
2024-12-24 15:34:00,464.19,464.23,464.08,464.2,2491,464.44798999999995,35.32660410963557,0.0,464.5937400000001,0.0
2024-12-24 15:33:00,464.1,464.23,464.01,464.19,3031,464.43199000000004,35.06725743826436,0.0,464.56098999999995,0.0
2024-12-24 15:32:00,464.02,464.26,464.0,464.115,3745,464.38649000000004,33.104307426040435,0.0,464.5234899999999,0.0
2024-12-24 15:31:00,464.01,464.08,464.0,464.035,3645,464.35249000000005,31.104258160859715,0.0,464.48399,0.0
2024-12-24 15:30:00,464.175,464.27,464.01,464.01,1734,464.32149,30.484433263179383,0.0,464.44099499999993,0.0
2024-12-24 15:29:00,464.375,464.4,464.08,464.08,4679,464.28950000000003,34.42475604110743,0.0,464.39999499999993,0.0
2024-12-24 15:28:00,464.29,464.4,464.28,464.4,2178,464.28049999999996,48.731401084957156,0.0,464.37899500000003,0.0
2024-12-24 15:27:00,464.28,464.45,464.28,464.36,1620,464.2565000000001,47.34103137180428,0.0,464.35449499999993,0.0
2024-12-24 15:26:00,464.3737,464.41,464.2507,464.28,3189,464.226,44.60025607003655,0.0,464.335995,0.0
2024-12-24 15:25:00,464.0,464.4,464.0,464.27,3359,464.19399999999996,44.25535366013705,0.0,464.327995,0.0
2024-12-24 15:24:00,464.02,464.1,464.0,464.0,3263,464.174,36.1310231293841,0.0,464.310995,0.0
2024-12-24 15:23:00,464.03,464.23,464.0,464.02,2630,464.157,37.05284872707959,0.0,464.2944949999999,0.0
2024-12-24 15:22:00,464.39,464.47,464.0,464.0,8984,464.14549999999997,36.48573959332242,0.0,464.2659949999999,0.0
2024-12-24 15:21:00,464.31,464.4699,464.295,464.4,1701,464.18199999999996,52.23252755181902,0.0,464.267245,0.0
2024-12-24 15:20:00,464.36,464.5,464.25,464.25,2370,464.20599999999996,47.47877879193041,0.0,464.26374500000003,0.0
2024-12-24 16:59:00,465.13,465.35,465.13,465.21,9994,464.31899999999996,67.72448760248041,1.0,464.30424999999997,0.0
2024-12-24 16:58:00,465.01,465.19,465.0,465.11,3942,464.39000000000004,64.91729608226188,1.0,464.33525,0.0
2024-12-24 16:57:00,465.2,465.23,465.0,465.01,8362,464.4549999999999,62.143303256965645,0.0,464.35575,0.0
2024-12-24 16:56:00,465.05,465.3,465.0,465.15,5498,464.54200000000003,64.43461977609032,0.0,464.384,0.0
2024-12-24 16:55:00,465.12,465.19,465.0,465.09,7761,464.6240000000001,62.68354843009187,0.0,464.409,0.0
2024-12-24 16:54:00,465.3099,465.35,465.0,465.17,4947,464.741,64.08501791310673,0.0,464.4575,0.0
2024-12-24 16:53:00,465.35,465.4,465.11,465.26,4894,464.86499999999995,65.64806381357238,0.0,464.5110000000001,0.0
2024-12-24 16:52:00,465.21,465.4,465.2,465.4,4175,465.005,67.98235821572953,0.0,464.57525000000004,0.0
2024-12-24 16:51:00,465.13,465.28,465.12,465.28,6890,465.093,63.969835223191374,0.0,464.63749999999993,0.0
2024-12-24 16:50:00,465.0999,465.13,465.05,465.13,6044,465.18100000000004,59.261286386099755,0.0,464.69350000000003,0.0
2024-12-24 16:49:00,465.08,465.15,465.02,465.05,2531,465.1650000000001,56.85756825182397,0.0,464.742,0.0
2024-12-24 16:48:00,465.03,465.2,465.01,465.0799,1971,465.16198999999995,57.550594937732,0.0,464.77599499999997,0.0
2024-12-24 16:47:00,465.045,465.09,465.01,465.03,3099,465.16399,55.93568488506165,0.0,464.8094950000001,0.0
2024-12-24 16:46:00,465.065,465.1,465.0,465.05,1387,465.15398999999996,56.46300111996148,0.0,464.84799499999997,0.0
2024-12-24 16:45:00,464.95,465.14,464.94,465.0112,2812,465.14610999999996,55.085760321015385,0.0,464.8850549999999,0.0
2024-12-24 16:44:00,464.95,464.97,464.88,464.95,2439,465.12411000000003,52.894176132175815,0.0,464.932555,0.0
2024-12-24 16:43:00,464.89,465.0,464.88,464.95,1686,465.09310999999997,52.8941761321758,0.0,464.9790550000001,0.0
2024-12-24 16:42:00,464.89,464.9412,464.82,464.86,1264,465.03911,49.5331259202274,0.0,465.022055,0.0
2024-12-24 16:41:00,464.82,464.9,464.82,464.82,1910,464.99311,48.07110556502606,0.0,465.043055,0.0
2024-12-24 16:40:00,464.84,464.9,464.8,464.85,1298,464.96511,49.28025694144693,0.0,465.07305499999995,0.0
2024-12-24 16:39:00,464.97,465.0,464.8,464.8,3205,464.9401099999999,47.30330323384583,0.0,465.05255500000004,0.0
2024-12-24 16:38:00,464.95,465.0,464.92,464.96,702,464.9281199999999,53.70366872713015,0.0,465.04505499999993,0.0
2024-12-24 16:37:00,464.92,465.06,464.92,464.95,1207,464.92012000000005,53.26820285165764,0.0,465.042055,0.0
2024-12-24 16:36:00,464.98,465.06,464.9,464.975,708,464.91261999999995,54.26661129981448,0.0,465.03330500000004,0.0
2024-12-24 16:35:00,465.15,465.1819,464.9,464.9,4213,464.90150000000006,50.76275047196568,0.0,465.023805,0.0
2024-12-24 16:34:00,465.16,465.2,465.12,465.15,791,464.92150000000004,60.02759009651586,0.0,465.02280499999995,0.0
2024-12-24 16:33:00,465.17,465.22,465.12,465.19,3382,464.9455,61.282901827080366,0.0,465.019305,0.0
2024-12-24 16:32:00,465.15,465.22,465.15,465.22,3883,464.9815,62.24067232312157,0.0,465.01030499999996,0.0
2024-12-24 16:31:00,465.18,465.21,465.1,465.16,4381,465.0155,59.09217513223368,0.0,465.00430500000004,0.0
2024-12-24 16:30:00,465.08,465.2,464.97,465.182,2008,465.0487,59.89330337343741,0.0,465.006905,0.0
2024-12-24 16:29:00,464.88,465.2,464.81,465.0761,5156,465.0763099999999,54.37330040402825,0.0,465.0082100000001,0.0
2024-12-24 16:28:00,464.94,465.0,464.81,464.93,3214,465.07331000000005,47.82465029866422,0.0,465.000715,0.0
2024-12-24 16:27:00,464.855,464.94,464.8,464.94,972,465.0723099999999,48.28377155932227,0.0,464.99621499999995,0.0
2024-12-24 16:26:00,464.84,464.94,464.8,464.85,1921,465.05981,44.48935233565554,0.0,464.986215,0.0
2024-12-24 16:25:00,464.89,464.89,464.8,464.83,1072,465.05280999999997,43.668092624852115,0.0,464.97715500000004,0.0
2024-12-24 16:24:00,464.875,464.9,464.71,464.815,1224,465.01931,43.026577088056214,0.0,464.970405,0.0
2024-12-24 16:23:00,464.8,464.95,464.71,464.835,1146,464.98381000000006,44.2035671898414,0.0,464.96465499999994,0.0
2024-12-24 16:22:00,464.8,465.0,464.71,464.71,1092,464.9328100000001,38.807461641944506,0.0,464.95715500000006,0.0
2024-12-24 16:21:00,464.82,464.9,464.71,464.76,1319,464.89281,41.86455561714151,0.0,464.954155,0.0
2024-12-24 16:20:00,464.81,464.97,464.7,464.75,916,464.8496099999999,41.41887545563271,0.0,464.9491550000001,0.0
2024-12-24 16:19:00,464.72,464.94,464.6392,464.79,1266,464.821,43.98753291713158,0.0,464.948655,0.0
2024-12-24 16:18:00,464.79,464.92,464.6,464.78,1490,464.80600000000004,43.474310188799365,0.0,464.939655,0.0
2024-12-24 16:17:00,464.7,464.81,464.0201,464.79,2933,464.79100000000005,44.175739544958326,0.0,464.931655,0.0
2024-12-24 16:16:00,464.9692,464.9692,464.6,464.7,3250,464.776,39.43304091025103,0.0,464.91790499999996,0.0
2024-12-24 16:15:00,464.91,465.0,464.8,464.94,1371,464.787,53.70614575567364,0.0,464.919905,0.0
2024-12-24 16:14:00,464.99,465.19,464.8,465.0199,8553,464.80749,57.31276987653679,0.0,464.9134,0.0
2024-12-24 16:13:00,464.9,465.0,464.88,465.0,4343,464.82399,56.139661031042316,0.0,464.90389999999996,0.0
2024-12-24 16:12:00,464.9,464.99,464.85,464.88,1632,464.84099,49.55294105919522,0.0,464.88689999999997,0.0
2024-12-24 16:11:00,464.94,464.9896,464.81,464.9007,2234,464.85506000000004,50.62902197064735,0.0,464.87393499999996,0.0
2024-12-24 16:10:00,464.92,464.95,464.89,464.94,1701,464.87406,52.69225467876365,0.0,464.861835,0.0
2024-12-24 16:09:00,464.925,464.95,464.9,464.94,2347,464.8890600000001,52.692254678763646,0.0,464.85503,0.0
2024-12-24 16:08:00,464.96,464.98,464.9,464.91,2076,464.90206,50.81231657849194,0.0,464.85402999999997,0.0
2024-12-24 16:07:00,464.9,465.0,464.855,464.9,3724,464.91306,50.16977337326889,0.0,464.85203,0.0
2024-12-24 16:06:00,464.88,464.9,464.78,464.89,1923,464.93206,49.49573319395078,0.0,464.85402999999997,0.0
2024-12-24 16:05:00,464.9,464.9,464.77,464.7811,1380,464.9161700000001,42.75853898399665,0.0,464.851585,0.0
2024-12-24 16:04:00,464.785,464.9,464.76,464.85,2746,464.89918,47.61678476114371,0.0,464.85333499999996,0.0
2024-12-24 16:03:00,464.7801,464.9,464.75,464.77,3799,464.87618000000003,43.04822348832576,0.0,464.85008500000004,0.0
2024-12-24 16:02:00,464.86,464.9,464.77,464.85,1664,464.87317999999993,48.38167084646712,0.0,464.857085,0.0
2024-12-24 16:01:00,464.92,464.99,464.7,464.8553,4658,464.86863999999997,48.72426754694812,0.0,464.86184999999995,0.0
2024-12-24 16:00:00,464.91,464.98,464.75,464.87,4575,464.86163999999997,49.72103018886191,0.0,464.86785,0.0
2024-12-24 15:59:00,464.8,464.95,464.74,464.9,5312,464.85764,51.7811174865855,0.0,464.87335,0.0
2024-12-24 15:58:00,464.63,464.9,464.6005,464.8,7737,464.8466399999999,45.14155853149321,0.0,464.87434999999994,0.0
2024-12-24 15:57:00,464.6,464.88,464.5,464.64,4679,464.82064,36.97281907406062,0.0,464.86685000000006,1.0
2024-12-24 15:56:00,464.6,464.65,464.51,464.51,8674,464.78264,31.918837904216588,0.0,464.85734999999994,1.0
2024-12-24 15:55:00,464.76,464.76,464.6,464.6,3135,464.7645299999999,38.21555319550623,0.0,464.84034999999994,0.0
2024-12-24 15:54:00,464.82,464.88,464.65,464.76,3134,464.75553,47.510041453167666,0.0,464.827355,0.0
2024-12-24 15:53:00,464.85,464.9,464.8,464.845,4728,464.76302999999996,51.6696272945537,0.0,464.81960499999997,0.0
2024-12-24 15:52:00,464.85,464.865,464.8,464.865,2140,464.76453000000004,52.62101034535331,0.0,464.8188550000001,0.0
2024-12-24 15:51:00,464.84,464.96,464.8,464.825,2532,464.76149999999996,50.480706795527844,0.0,464.81507,0.0
2024-12-24 15:50:00,464.862,464.94,464.8,464.8699,3556,464.76149000000004,52.80139291366996,0.0,464.811565,0.0
2024-12-24 15:49:00,464.73,464.94,464.7,464.9,2995,464.76149,54.346026202751005,0.0,464.809565,0.0
2024-12-24 15:48:00,464.8,464.88,464.61,464.82,1975,464.76349,49.691392104379226,0.0,464.805065,0.0
2024-12-24 15:47:00,464.57,464.88,464.34,464.85,5158,464.78449,51.37332355363123,0.0,464.80256499999996,0.0
2024-12-24 15:46:00,464.5,464.69,464.43,464.65,3859,464.79848999999996,41.429210137804716,0.0,464.7905650000001,0.0
2024-12-24 15:45:00,464.44,464.57,464.43,464.43,2091,464.78149,33.70143946660299,0.0,464.77301000000006,1.0
2024-12-24 15:44:00,464.35,464.5745,464.31,464.34,5763,464.73949000000005,31.142252007746094,0.0,464.74751,1.0
2024-12-24 15:43:00,464.395,464.49,464.26,464.35,2141,464.68999,31.76229277921003,0.0,464.72650999999996,1.0
2024-12-24 15:42:00,464.36,464.58,464.22,464.57,2296,464.66049000000004,43.76049749063557,0.0,464.71250999999995,0.0
2024-12-24 15:41:00,464.33,464.375,464.01,464.375,4085,464.61549,37.47139940849544,0.0,464.688495,0.0
2024-12-24 15:40:00,464.2,464.47,464.2,464.32,2586,464.56049999999993,35.90406212218433,0.0,464.660995,0.0
2024-12-24 15:39:00,464.475,464.4999,464.2,464.3999,3275,464.51049,39.84077345116743,0.0,464.63598999999994,0.0
2024-12-24 15:38:00,464.5,464.6399,464.45,464.49,5274,464.47749000000005,44.01644411369144,0.0,464.6204900000001,0.0
2024-12-24 15:37:00,464.54,464.67,464.5,464.6,2853,464.45249,48.69820404916005,0.0,464.61848999999995,0.0
2024-12-24 15:36:00,464.575,464.7,464.45,464.585,9588,464.44599000000005,48.10739954204511,0.0,464.62224000000003,0.0
2024-12-24 15:35:00,464.24,464.7,464.2,464.59,10638,464.46198999999996,48.33241504745077,0.0,464.62174000000005,0.0
2024-12-24 15:34:00,464.19,464.23,464.08,464.2,2491,464.44799,35.42811739510145,0.0,464.59373999999997,0.0
2024-12-24 15:33:00,464.1,464.23,464.01,464.19,3031,464.4319899999999,35.168834463996475,0.0,464.56099000000006,0.0
2024-12-24 15:32:00,464.02,464.26,464.0,464.115,3745,464.38649,33.205979994576495,0.0,464.5234899999999,0.0
2024-12-24 15:31:00,464.01,464.08,464.0,464.035,3645,464.35248999999993,31.205324826580522,0.0,464.48399,0.0
2024-12-24 15:30:00,464.175,464.27,464.01,464.01,1734,464.32149,30.58516802088434,0.0,464.44099500000004,0.0
2024-12-24 15:29:00,464.375,464.4,464.08,464.08,4679,464.2895,34.5097394629899,0.0,464.39999499999993,0.0
2024-12-24 15:28:00,464.29,464.4,464.28,464.4,2178,464.2805,48.76931882460981,0.0,464.3789949999999,0.0
2024-12-24 15:27:00,464.28,464.45,464.28,464.36,1620,464.25649999999996,47.38056605601403,0.0,464.35449499999993,0.0
2024-12-24 15:26:00,464.3737,464.41,464.2507,464.28,3189,464.22599999999994,44.64251477309512,0.0,464.335995,0.0
2024-12-24 15:25:00,464.0,464.4,464.0,464.27,3359,464.1940000000001,44.297911592469184,0.0,464.32799499999993,0.0
2024-12-24 15:24:00,464.02,464.1,464.0,464.0,3263,464.174,36.17781169704868,0.0,464.310995,0.0
2024-12-24 15:23:00,464.03,464.23,464.0,464.02,2630,464.157,37.09761746843565,0.0,464.294495,0.0
2024-12-24 15:22:00,464.39,464.47,464.0,464.0,8984,464.14549999999997,36.53063922467767,0.0,464.26599500000003,0.0
2024-12-24 15:21:00,464.31,464.4699,464.295,464.4,1701,464.1820000000001,52.24927973164479,0.0,464.267245,0.0
2024-12-24 15:20:00,464.36,464.5,464.25,464.25,2370,464.206,47.49868090480587,0.0,464.2637449999999,0.0
2024-12-24 16:59:00,465.13,465.35,465.13,465.21,9994,464.3190000000001,67.72448760248041,1.0,464.30425,0.0
2024-12-24 16:58:00,465.01,465.19,465.0,465.11,3942,464.39,64.9189222552623,1.0,464.33525,0.0
2024-12-24 16:57:00,465.2,465.23,465.0,465.01,8362,464.45500000000004,62.14639829316593,0.0,464.35575,0.0
2024-12-24 16:56:00,465.05,465.3,465.0,465.15,5498,464.54200000000003,64.43633380101423,0.0,464.384,0.0
2024-12-24 16:55:00,465.12,465.19,465.0,465.09,7761,464.62399999999997,62.68610342825307,0.0,464.40899999999993,0.0
2024-12-24 16:54:00,465.3099,465.35,465.0,465.17,4947,464.741,64.08679333194252,0.0,464.4575,0.0
2024-12-24 16:53:00,465.35,465.4,465.11,465.26,4894,464.86500000000007,65.6490326790882,0.0,464.51099999999997,0.0
2024-12-24 16:52:00,465.21,465.4,465.2,465.4,4175,465.005,67.98224606522098,0.0,464.57525,0.0
2024-12-24 16:51:00,465.13,465.28,465.12,465.28,6890,465.09299999999996,63.97137181772354,0.0,464.6375,0.0
2024-12-24 16:50:00,465.0999,465.13,465.05,465.13,6044,465.1809999999999,59.26449511584689,0.0,464.69350000000003,0.0
2024-12-24 16:49:00,465.08,465.15,465.02,465.05,2531,465.16499999999996,56.86152126993025,0.0,464.742,0.0
2024-12-24 16:48:00,465.03,465.2,465.01,465.0799,1971,465.16198999999995,57.55423642701434,0.0,464.7759950000001,0.0
2024-12-24 16:47:00,465.045,465.09,465.01,465.03,3099,465.1639899999999,55.939786029725795,0.0,464.80949499999997,0.0
2024-12-24 16:46:00,465.065,465.1,465.0,465.05,1387,465.15398999999996,56.46687195248283,0.0,464.84799499999997,0.0
2024-12-24 16:45:00,464.95,465.14,464.94,465.0112,2812,465.14610999999996,55.08999861458584,0.0,464.885055,0.0
2024-12-24 16:44:00,464.95,464.97,464.88,464.95,2439,465.1241099999999,52.898951559807216,0.0,464.93255500000004,0.0
2024-12-24 16:43:00,464.89,465.0,464.88,464.95,1686,465.09310999999997,52.898951559807216,0.0,464.97905499999996,0.0
2024-12-24 16:42:00,464.89,464.9412,464.82,464.86,1264,465.03911,49.53861151812074,0.0,465.022055,0.0
2024-12-24 16:41:00,464.82,464.9,464.82,464.82,1910,464.99311,48.07685716002109,0.0,465.043055,0.0
2024-12-24 16:40:00,464.84,464.9,464.8,464.85,1298,464.96511,49.28552902729147,0.0,465.073055,0.0
2024-12-24 16:39:00,464.97,465.0,464.8,464.8,3205,464.94011,47.308906307612524,0.0,465.0525549999999,0.0
2024-12-24 16:38:00,464.95,465.0,464.92,464.96,702,464.92812000000004,53.707048569531565,0.0,465.04505500000005,0.0
2024-12-24 16:37:00,464.92,465.06,464.92,464.95,1207,464.92012000000005,53.271659416463535,0.0,465.042055,0.0
2024-12-24 16:36:00,464.98,465.06,464.9,464.975,708,464.91262000000006,54.26976040857392,0.0,465.0333049999999,0.0
2024-12-24 16:35:00,465.15,465.1819,464.9,464.9,4213,464.90150000000006,50.76646326260414,0.0,465.023805,0.0
2024-12-24 16:34:00,465.16,465.2,465.12,465.15,791,464.92150000000004,60.02895792067902,0.0,465.02280500000006,0.0
2024-12-24 16:33:00,465.17,465.22,465.12,465.19,3382,464.9455,61.284010624619484,0.0,465.019305,0.0
2024-12-24 16:32:00,465.15,465.22,465.15,465.22,3883,464.98150000000004,62.24159291169273,0.0,465.0103050000001,0.0
2024-12-24 16:31:00,465.18,465.21,465.1,465.16,4381,465.0155000000001,59.093550976578854,0.0,465.00430500000004,0.0
